,Código,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95 y más,Total
233,0201108,358.0,389.0,363.0,409.0,488.0,537.0,521.0,531.0,473.0,474.0,537.0,489.0,438.0,370.0,307.0,295.0,237.0,180.0,55.0,12.0,7463.0
234,0201109,468.0,406.0,369.0,418.0,555.0,659.0,738.0,655.0,574.0,536.0,572.0,516.0,558.0,441.0,387.0,343.0,283.0,186.0,71.0,26.0,8761.0
235,0201110,427.0,440.0,388.0,393.0,488.0,731.0,806.0,647.0,560.0,534.0,474.0,509.0,501.0,441.0,341.0,307.0,261.0,158.0,59.0,10.0,8475.0
236,0201111,393.0,473.0,448.0,478.0,523.0,593.0,577.0,515.0,467.0,487.0,548.0,462.0,415.0,321.0,302.0,242.0,193.0,109.0,31.0,5.0,7582.0
237,0201112,342.0,385.0,412.0,400.0,448.0,478.0,556.0,525.0,445.0,468.0,445.0,431.0,371.0,343.0,274.0,256.0,201.0,110.0,50.0,14.0,6954.0
238,0201113,385.0,435.0,395.0,473.0,487.0,577.0,651.0,623.0,588.0,527.0,561.0,584.0,543.0,467.0,410.0,403.0,419.0,245.0,82.0,21.0,8876.0
239,0201114,411.0,404.0,384.0,367.0,452.0,465.0,549.0,558.0,425.0,449.0,458.0,421.0,438.0,420.0,278.0,259.0,232.0,136.0,48.0,8.0,7162.0
240,0201115,483.0,568.0,528.0,555.0,679.0,689.0,783.0,700.0,714.0,609.0,637.0,610.0,587.0,488.0,367.0,383.0,290.0,166.0,40.0,11.0,9887.0
241,0201116,488.0,487.0,429.0,439.0,504.0,507.0,665.0,639.0,546.0,495.0,476.0,419.0,424.0,364.0,306.0,280.0,239.0,122.0,39.0,8.0,7876.0
242,0201117,453.0,448.0,403.0,438.0,455.0,563.0,566.0,540.0,459.0,436.0,460.0,398.0,408.0,322.0,265.0,261.0,189.0,119.0,38.0,8.0,7229.0
243,0201118,523.0,528.0,454.0,485.0,550.0,657.0,777.0,708.0,572.0,514.0,481.0,434.0,375.0,355.0,270.0,229.0,215.0,140.0,52.0,14.0,8333.0
244,0201119,426.0,416.0,404.0,453.0,514.0,607.0,620.0,564.0,454.0,422.0,495.0,412.0,473.0,300.0,268.0,246.0,233.0,144.0,59.0,15.0,7525.0
245,0201120,487.0,555.0,535.0,590.0,645.0,633.0,667.0,649.0,600.0,533.0,624.0,555.0,463.0,364.0,265.0,235.0,235.0,123.0,30.0,9.0,8797.0
246,0201121,519.0,533.0,510.0,511.0,583.0,708.0,753.0,665.0,572.0,596.0,567.0,542.0,480.0,418.0,299.0,274.0,223.0,132.0,36.0,12.0,8933.0
247,0201122,492.0,532.0,564.0,561.0,651.0,773.0,808.0,712.0,589.0,636.0,573.0,564.0,502.0,421.0,328.0,277.0,243.0,159.0,64.0,9.0,9458.0
248,0201201,446.0,450.0,451.0,533.0,603.0,581.0,587.0,575.0,555.0,561.0,621.0,528.0,497.0,475.0,348.0,345.0,231.0,127.0,45.0,18.0,8577.0
249,0201202,422.0,378.0,422.0,422.0,494.0,513.0,625.0,594.0,450.0,509.0,446.0,440.0,386.0,340.0,301.0,329.0,260.0,142.0,38.0,16.0,7527.0
250,0201203,521.0,600.0,620.0,665.0,667.0,649.0,669.0,655.0,592.0,525.0,595.0,566.0,463.0,393.0,345.0,298.0,221.0,158.0,49.0,12.0,9263.0
251,0201204,463.0,429.0,426.0,489.0,549.0,584.0,626.0,643.0,518.0,527.0,563.0,482.0,392.0,394.0,299.0,263.0,221.0,126.0,42.0,8.0,8044.0
252,0201205,497.0,461.0,347.0,425.0,584.0,780.0,904.0,757.0,532.0,537.0,542.0,502.0,478.0,355.0,325.0,255.0,180.0,118.0,43.0,15.0,8637.0
253,0201206,480.0,428.0,423.0,442.0,531.0,627.0,728.0,702.0,554.0,506.0,501.0,494.0,442.0,400.0,316.0,278.0,244.0,106.0,39.0,6.0,8247.0
254,0201207,485.0,440.0,416.0,493.0,619.0,792.0,829.0,715.0,612.0,550.0,612.0,555.0,531.0,410.0,345.0,289.0,244.0,148.0,68.0,20.0,9173.0
255,0201208,545.0,526.0,446.0,460.0,610.0,767.0,859.0,798.0,660.0,639.0,628.0,516.0,530.0,450.0,331.0,262.0,218.0,122.0,48.0,16.0,9431.0
256,0201209,390.0,397.0,344.0,339.0,441.0,491.0,628.0,578.0,466.0,467.0,402.0,401.0,382.0,329.0,256.0,252.0,210.0,102.0,48.0,11.0,6934.0
257,0201210,568.0,557.0,487.0,488.0,644.0,722.0,895.0,789.0,646.0,597.0,581.0,471.0,527.0,458.0,326.0,309.0,247.0,177.0,56.0,17.0,9562.0
258,0201211,482.0,490.0,483.0,517.0,613.0,694.0,738.0,659.0,570.0,582.0,550.0,482.0,498.0,414.0,324.0,276.0,247.0,147.0,59.0,17.0,8842.0
259,0201212,376.0,330.0,253.0,293.0,456.0,661.0,811.0,575.0,383.0,370.0,431.0,380.0,407.0,290.0,245.0,227.0,165.0,110.0,37.0,9.0,6809.0
260,0201213,437.0,307.0,257.0,299.0,436.0,653.0,808.0,616.0,421.0,393.0,390.0,365.0,378.0,337.0,280.0,268.0,220.0,146.0,49.0,12.0,7072.0
261,0201214,552.0,413.0,386.0,396.0,527.0,729.0,901.0,744.0,573.0,553.0,523.0,548.0,545.0,445.0,358.0,324.0,301.0,230.0,90.0,35.0,9173.0
262,0201215,670.0,568.0,532.0,554.0,665.0,889.0,1114.0,927.0,713.0,695.0,671.0,651.0,668.0,566.0,482.0,407.0,349.0,235.0,91.0,28.0,11475.0
263,0201216,723.0,589.0,498.0,571.0,785.0,1270.0,1464.0,1119.0,757.0,744.0,704.0,607.0,647.0,535.0,470.0,404.0,329.0,170.0,53.0,19.0,12458.0
264,0201217,497.0,397.0,403.0,400.0,546.0,620.0,789.0,663.0,542.0,510.0,562.0,484.0,407.0,348.0,330.0,263.0,211.0,136.0,41.0,9.0,8158.0
265,0201218,626.0,608.0,553.0,642.0,694.0,754.0,913.0,855.0,674.0,716.0,709.0,640.0,657.0,510.0,438.0,429.0,343.0,227.0,77.0,15.0,11080.0
266,0201219,628.0,660.0,688.0,707.0,815.0,772.0,855.0,824.0,800.0,769.0,770.0,761.0,730.0,578.0,473.0,457.0,373.0,219.0,73.0,25.0,11977.0
267,0201220,444.0,411.0,379.0,404.0,535.0,614.0,762.0,599.0,499.0,508.0,475.0,498.0,493.0,400.0,293.0,285.0,228.0,135.0,44.0,22.0,8028.0
268,0201221,492.0,436.0,403.0,461.0,551.0,721.0,876.0,733.0,551.0,528.0,607.0,503.0,465.0,444.0,368.0,327.0,278.0,156.0,54.0,14.0,8968.0
269,0201222,577.0,601.0,515.0,600.0,663.0,760.0,907.0,840.0,709.0,694.0,683.0,599.0,588.0,497.0,433.0,398.0,357.0,178.0,64.0,18.0,10681.0
270,0201301,506.0,378.0,346.0,433.0,568.0,688.0,871.0,800.0,648.0,579.0,551.0,572.0,564.0,481.0,374.0,345.0,306.0,186.0,66.0,19.0,9281.0
271,0201302,565.0,442.0,428.0,373.0,457.0,722.0,920.0,873.0,620.0,580.0,476.0,567.0,546.0,447.0,320.0,238.0,226.0,129.0,43.0,8.0,8980.0
272,0201303,514.0,417.0,397.0,418.0,515.0,685.0,804.0,751.0,638.0,529.0,464.0,420.0,393.0,329.0,223.0,212.0,132.0,118.0,31.0,6.0,7996.0
273,0201304,606.0,467.0,455.0,498.0,731.0,922.0,1055.0,918.0,755.0,637.0,647.0,667.0,603.0,538.0,399.0,388.0,326.0,191.0,72.0,20.0,10895.0
274,0201305,434.0,338.0,335.0,341.0,456.0,667.0,880.0,722.0,521.0,452.0,483.0,382.0,421.0,325.0,253.0,232.0,194.0,127.0,62.0,13.0,7638.0
275,0201306,370.0,345.0,311.0,351.0,488.0,610.0,737.0,588.0,438.0,429.0,379.0,412.0,394.0,345.0,278.0,278.0,220.0,123.0,49.0,14.0,7159.0
276,0201307,439.0,359.0,314.0,313.0,465.0,631.0,701.0,611.0,484.0,432.0,432.0,397.0,422.0,352.0,277.0,290.0,243.0,153.0,71.0,24.0,7410.0
277,0201308,466.0,348.0,297.0,304.0,531.0,735.0,813.0,734.0,539.0,446.0,409.0,377.0,437.0,370.0,318.0,254.0,221.0,138.0,51.0,13.0,7801.0
278,0201309,357.0,329.0,269.0,388.0,541.0,576.0,686.0,577.0,437.0,398.0,447.0,411.0,438.0,353.0,313.0,217.0,225.0,138.0,62.0,18.0,7180.0
279,0201310,511.0,408.0,382.0,376.0,592.0,849.0,1004.0,865.0,593.0,532.0,494.0,494.0,510.0,361.0,324.0,287.0,245.0,136.0,49.0,9.0,9021.0
280,0201311,204.0,263.0,250.0,359.0,395.0,304.0,294.0,292.0,314.0,306.0,344.0,291.0,309.0,258.0,212.0,172.0,152.0,91.0,29.0,9.0,4848.0
281,0201312,412.0,410.0,391.0,420.0,507.0,546.0,585.0,582.0,554.0,511.0,488.0,473.0,445.0,357.0,245.0,192.0,141.0,95.0,30.0,11.0,7395.0
282,0201313,538.0,453.0,466.0,549.0,748.0,795.0,758.0,796.0,674.0,674.0,667.0,686.0,722.0,588.0,446.0,366.0,306.0,179.0,59.0,12.0,10482.0
283,0201314,310.0,333.0,295.0,359.0,491.0,447.0,420.0,434.0,396.0,446.0,418.0,459.0,470.0,409.0,393.0,333.0,286.0,203.0,65.0,16.0,6983.0
284,0201315,362.0,339.0,323.0,389.0,557.0,733.0,824.0,577.0,499.0,515.0,502.0,472.0,497.0,460.0,390.0,410.0,383.0,220.0,74.0,34.0,8560.0
285,0201316,487.0,361.0,317.0,348.0,576.0,818.0,976.0,725.0,547.0,465.0,529.0,501.0,499.0,446.0,402.0,347.0,304.0,228.0,81.0,24.0,8981.0
286,0201317,482.0,427.0,363.0,444.0,599.0,791.0,848.0,760.0,556.0,578.0,608.0,490.0,533.0,480.0,392.0,315.0,233.0,135.0,43.0,14.0,9091.0
287,0201318,385.0,404.0,415.0,440.0,564.0,579.0,569.0,557.0,484.0,511.0,512.0,474.0,434.0,444.0,371.0,316.0,254.0,155.0,61.0,35.0,7964.0
288,0201319,413.0,411.0,370.0,409.0,476.0,561.0,640.0,567.0,555.0,554.0,501.0,532.0,539.0,428.0,377.0,347.0,322.0,221.0,79.0,50.0,8352.0
289,0201320,356.0,353.0,311.0,387.0,567.0,708.0,723.0,603.0,460.0,443.0,481.0,473.0,484.0,444.0,351.0,324.0,267.0,177.0,67.0,19.0,7998.0
290,0201321,341.0,369.0,380.0,404.0,548.0,509.0,406.0,433.0,478.0,446.0,472.0,492.0,535.0,452.0,346.0,340.0,308.0,191.0,71.0,14.0,7535.0
291,0201322,321.0,344.0,336.0,432.0,526.0,480.0,375.0,470.0,426.0,441.0,532.0,504.0,530.0,394.0,346.0,286.0,256.0,150.0,64.0,17.0,7230.0
292,0201323,418.0,315.0,297.0,392.0,639.0,735.0,825.0,714.0,509.0,495.0,505.0,496.0,498.0,460.0,388.0,374.0,298.0,170.0,89.0,27.0,8644.0
293,0201324,411.0,381.0,370.0,419.0,502.0,505.0,578.0,610.0,523.0,484.0,508.0,464.0,439.0,401.0,311.0,249.0,185.0,147.0,46.0,21.0,7554.0
294,0201325,327.0,272.0,286.0,334.0,435.0,469.0,561.0,483.0,427.0,396.0,390.0,349.0,307.0,296.0,249.0,191.0,182.0,106.0,34.0,4.0,6098.0
295,0201326,381.0,393.0,375.0,391.0,501.0,700.0,725.0,620.0,504.0,504.0,489.0,476.0,455.0,413.0,275.0,274.0,252.0,166.0,63.0,37.0,7994.0
296,0201327,371.0,323.0,266.0,313.0,528.0,672.0,686.0,622.0,439.0,449.0,470.0,394.0,447.0,444.0,338.0,297.0,298.0,179.0,83.0,30.0,7649.0
297,0201328,307.0,283.0,237.0,264.0,442.0,598.0,640.0,520.0,414.0,373.0,348.0,334.0,340.0,322.0,243.0,285.0,219.0,154.0,67.0,28.0,6418.0
298,0201329,429.0,385.0,428.0,440.0,610.0,701.0,726.0,664.0,512.0,473.0,576.0,554.0,440.0,402.0,248.0,237.0,213.0,107.0,36.0,13.0,8194.0
299,0201401,367.0,419.0,491.0,534.0,704.0,671.0,540.0,564.0,508.0,610.0,615.0,604.0,586.0,484.0,429.0,383.0,352.0,215.0,78.0,22.0,9176.0
300,0201402,423.0,391.0,369.0,438.0,620.0,631.0,634.0,580.0,538.0,473.0,498.0,522.0,567.0,441.0,399.0,294.0,274.0,152.0,49.0,16.0,8309.0
301,0201403,456.0,392.0,399.0,397.0,600.0,770.0,798.0,735.0,653.0,541.0,523.0,534.0,520.0,473.0,364.0,341.0,260.0,166.0,47.0,13.0,8982.0
302,0201404,440.0,379.0,315.0,429.0,774.0,917.0,946.0,713.0,588.0,533.0,494.0,542.0,509.0,425.0,349.0,328.0,287.0,178.0,63.0,18.0,9227.0
303,0201405,508.0,399.0,350.0,426.0,656.0,722.0,899.0,703.0,578.0,506.0,455.0,465.0,453.0,354.0,293.0,277.0,213.0,120.0,38.0,21.0,8436.0
304,0201406,383.0,313.0,239.0,375.0,593.0,934.0,975.0,647.0,529.0,404.0,440.0,445.0,420.0,321.0,234.0,274.0,208.0,103.0,45.0,13.0,7895.0
305,0201407,348.0,338.0,308.0,394.0,540.0,697.0,741.0,597.0,458.0,446.0,479.0,367.0,304.0,259.0,212.0,197.0,165.0,86.0,26.0,6.0,6968.0
306,0201408,331.0,242.0,238.0,312.0,566.0,798.0,785.0,594.0,425.0,360.0,344.0,368.0,320.0,272.0,246.0,179.0,157.0,85.0,34.0,9.0,6665.0
307,0201409,690.0,564.0,476.0,482.0,879.0,1009.0,1262.0,1078.0,837.0,727.0,656.0,514.0,477.0,453.0,372.0,262.0,201.0,116.0,37.0,13.0,11105.0
308,0201410,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0
309,0201411,669.0,424.0,365.0,389.0,714.0,970.0,1042.0,944.0,757.0,611.0,552.0,595.0,597.0,504.0,375.0,291.0,222.0,149.0,44.0,11.0,10225.0
310,0201412,256.0,244.0,247.0,337.0,626.0,800.0,684.0,522.0,389.0,366.0,361.0,332.0,353.0,322.0,232.0,251.0,218.0,125.0,53.0,13.0,6731.0
311,0201413,343.0,380.0,334.0,433.0,688.0,714.0,704.0,598.0,557.0,475.0,450.0,459.0,382.0,317.0,259.0,217.0,240.0,137.0,53.0,15.0,7755.0
312,0201414,322.0,262.0,254.0,335.0,677.0,867.0,812.0,602.0,436.0,441.0,422.0,461.0,410.0,338.0,255.0,205.0,188.0,112.0,52.0,13.0,7464.0
313,0201415,282.0,235.0,251.0,404.0,774.0,773.0,638.0,479.0,407.0,407.0,431.0,387.0,407.0,402.0,305.0,267.0,262.0,154.0,65.0,15.0,7345.0
314,0201416,354.0,280.0,271.0,297.0,393.0,440.0,489.0,481.0,388.0,393.0,345.0,382.0,391.0,404.0,251.0,212.0,173.0,95.0,43.0,9.0,6091.0
315,0201417,347.0,289.0,290.0,379.0,500.0,489.0,497.0,438.0,418.0,370.0,398.0,389.0,412.0,362.0,286.0,225.0,176.0,120.0,52.0,13.0,6450.0
316,0201418,284.0,254.0,219.0,357.0,619.0,628.0,485.0,383.0,380.0,383.0,396.0,386.0,469.0,420.0,340.0,281.0,240.0,197.0,60.0,24.0,6805.0
317,0201419,217.0,164.0,170.0,252.0,486.0,576.0,505.0,356.0,285.0,330.0,307.0,283.0,309.0,255.0,202.0,194.0,185.0,87.0,47.0,11.0,5221.0
318,0201420,229.0,197.0,220.0,311.0,610.0,638.0,522.0,392.0,332.0,304.0,352.0,358.0,336.0,319.0,259.0,196.0,186.0,107.0,40.0,12.0,5920.0
319,0201421,292.0,240.0,278.0,324.0,578.0,726.0,634.0,474.0,439.0,395.0,415.0,404.0,360.0,311.0,260.0,205.0,165.0,99.0,39.0,23.0,6661.0
320,0201422,392.0,304.0,317.0,434.0,743.0,797.0,806.0,633.0,517.0,511.0,511.0,537.0,459.0,379.0,277.0,313.0,231.0,125.0,54.0,20.0,8360.0
321,0201423,331.0,326.0,298.0,403.0,827.0,961.0,915.0,685.0,506.0,459.0,423.0,457.0,424.0,357.0,266.0,204.0,178.0,114.0,46.0,9.0,8189.0
322,0201424,212.0,223.0,223.0,267.0,547.0,594.0,511.0,399.0,363.0,285.0,314.0,306.0,340.0,243.0,218.0,169.0,147.0,99.0,28.0,13.0,5501.0
323,0201425,193.0,178.0,182.0,235.0,506.0,649.0,584.0,419.0,368.0,294.0,295.0,290.0,291.0,304.0,260.0,196.0,199.0,119.0,44.0,28.0,5634.0
324,0201426,258.0,243.0,238.0,383.0,739.0,701.0,560.0,445.0,344.0,381.0,416.0,447.0,415.0,349.0,312.0,288.0,243.0,142.0,53.0,13.0,6970.0
325,0201427,208.0,166.0,161.0,254.0,600.0,605.0,487.0,346.0,283.0,294.0,329.0,323.0,336.0,297.0,224.0,224.0,169.0,133.0,53.0,16.0,5508.0
326,0201428,329.0,347.0,355.0,493.0,779.0,695.0,522.0,481.0,447.0,487.0,492.0,535.0,496.0,514.0,434.0,353.0,316.0,178.0,68.0,31.0,8352.0
327,0201429,350.0,301.0,246.0,361.0,705.0,786.0,705.0,526.0,429.0,446.0,466.0,461.0,459.0,388.0,334.0,240.0,192.0,148.0,69.0,22.0,7634.0
328,0201430,407.0,356.0,329.0,364.0,600.0,582.0,583.0,557.0,472.0,459.0,492.0,487.0,531.0,480.0,402.0,326.0,277.0,160.0,51.0,9.0,7924.0
329,0201431,441.0,404.0,417.0,447.0,609.0,536.0,502.0,585.0,551.0,487.0,581.0,576.0,567.0,508.0,409.0,347.0,245.0,149.0,62.0,19.0,8442.0
330,0201501,468.0,551.0,551.0,556.0,619.0,704.0,776.0,683.0,621.0,638.0,618.0,524.0,526.0,430.0,370.0,347.0,283.0,156.0,64.0,7.0,9492.0
331,0201502,364.0,362.0,317.0,368.0,448.0,413.0,499.0,524.0,463.0,425.0,434.0,426.0,364.0,355.0,307.0,276.0,208.0,98.0,36.0,12.0,6699.0
332,0201503,645.0,584.0,602.0,653.0,813.0,807.0,987.0,780.0,725.0,688.0,672.0,650.0,657.0,489.0,425.0,370.0,274.0,211.0,72.0,18.0,11122.0
333,0201504,618.0,563.0,553.0,584.0,734.0,945.0,1037.0,833.0,613.0,656.0,662.0,621.0,570.0,443.0,353.0,311.0,264.0,176.0,62.0,16.0,10614.0
334,0201505,573.0,554.0,545.0,602.0,727.0,817.0,940.0,763.0,667.0,661.0,694.0,655.0,607.0,504.0,420.0,414.0,343.0,213.0,72.0,19.0,10790.0
335,0201506,221.0,234.0,204.0,253.0,285.0,311.0,323.0,304.0,302.0,328.0,288.0,240.0,295.0,230.0,150.0,188.0,150.0,87.0,22.0,5.0,4420.0
336,0201507,639.0,651.0,597.0,647.0,878.0,807.0,864.0,755.0,645.0,668.0,635.0,620.0,589.0,447.0,359.0,362.0,314.0,205.0,70.0,12.0,10764.0
337,0201508,447.0,552.0,557.0,578.0,696.0,705.0,723.0,651.0,620.0,571.0,577.0,523.0,441.0,352.0,312.0,249.0,217.0,125.0,47.0,10.0,8953.0
338,0201509,489.0,449.0,412.0,482.0,591.0,625.0,663.0,512.0,425.0,365.0,366.0,285.0,262.0,231.0,160.0,150.0,114.0,72.0,30.0,7.0,6690.0
339,0201510,551.0,516.0,505.0,531.0,678.0,984.0,1125.0,828.0,673.0,572.0,588.0,542.0,483.0,390.0,329.0,316.0,335.0,253.0,93.0,51.0,10343.0
340,0201511,598.0,574.0,616.0,605.0,786.0,911.0,1061.0,909.0,739.0,686.0,585.0,569.0,535.0,426.0,361.0,264.0,256.0,158.0,71.0,18.0,10728.0
341,0201512,350.0,312.0,311.0,373.0,469.0,624.0,632.0,532.0,415.0,376.0,421.0,354.0,277.0,274.0,195.0,211.0,148.0,94.0,28.0,6.0,6402.0
342,0201513,381.0,309.0,294.0,364.0,474.0,598.0,625.0,536.0,448.0,444.0,392.0,371.0,360.0,272.0,228.0,238.0,189.0,103.0,29.0,9.0,6664.0
343,0201514,472.0,453.0,433.0,454.0,648.0,801.0,821.0,760.0,624.0,606.0,528.0,464.0,478.0,395.0,336.0,276.0,243.0,120.0,26.0,14.0,8952.0
344,0201515,418.0,433.0,483.0,553.0,698.0,735.0,756.0,671.0,497.0,605.0,547.0,508.0,441.0,385.0,325.0,266.0,228.0,118.0,38.0,7.0,8712.0
345,0201516,490.0,459.0,465.0,523.0,647.0,734.0,744.0,666.0,578.0,607.0,548.0,580.0,475.0,391.0,337.0,282.0,225.0,135.0,46.0,15.0,8947.0
346,0201517,429.0,475.0,411.0,493.0,672.0,814.0,849.0,669.0,576.0,636.0,576.0,549.0,510.0,464.0,343.0,309.0,266.0,139.0,44.0,16.0,9240.0
347,0201518,370.0,336.0,381.0,352.0,528.0,603.0,662.0,560.0,486.0,463.0,466.0,424.0,488.0,346.0,326.0,274.0,226.0,104.0,28.0,12.0,7435.0
348,0201519,383.0,349.0,338.0,391.0,550.0,705.0,783.0,602.0,510.0,515.0,452.0,494.0,465.0,409.0,371.0,314.0,256.0,141.0,41.0,11.0,8080.0
349,0201520,425.0,434.0,368.0,439.0,666.0,741.0,771.0,693.0,578.0,488.0,497.0,583.0,483.0,408.0,310.0,268.0,216.0,122.0,41.0,15.0,8546.0
350,0201521,479.0,443.0,406.0,460.0,653.0,838.0,942.0,796.0,608.0,596.0,553.0,482.0,473.0,314.0,285.0,273.0,209.0,118.0,41.0,12.0,8981.0
